Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out),Fed Rate,CPI,Consumer Confidence,Unemployment Rate
0118440Q US,Third Wave Technologies Inc,82.5,,,-44.5,38.2717,11.0,0.0516528920727272,420.99,2001-02-08,88428W108,,369.0,11.00 - 13.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,0.00083715,5.494285714285715,184.4,90.6,4.2
IIIM US,I3 Mobile Inc,81.6,-27.8,-1255.5,-69.6,22.1873,16.0,3.515625,355.0,2000-04-06,465713105,-1.3,,14.00 - 16.00,Priced Within Range,Internet,Communications,Internet Content-Info/Ne,,6.019666666666667,180.3,109.2,3.8
KOSN US,Kosan Biosciences Inc,80.5,,,-46.3,23.8445,14.0,0.0,333.82,2000-10-04,50064W107,,464.0,14.00 - 16.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.00108776,6.509354838709677,182.6,105.8,3.9
ITGR US,Integer Holdings Corp,80.0,7.5,6.9,3.9,28.5216,16.0,2.685546875,456.35,2000-09-29,45826H109,6.1,42700000.0,15.00 - 17.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,122.44,6.517,182.3,106.8,3.9
0911013D US,Specialty Laboratories Inc,80.0,12.6,-9.6,-15.9,20.1875,16.0,2.8564453125,323.0,2000-12-08,84749R100,-0.3,365.0,14.00 - 16.00,Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,0.00152654,6.402258064516129,183.3,98.4,3.9
INMX US,Informax Inc,80.0,46.8,-85.0,-36.1,18.1285,16.0,2.05078125,290.06,2000-10-03,45677N205,-0.6,,14.00 - 16.00,Priced Within Range,Software,Technology,Applications Software,,6.509354838709677,182.6,105.8,3.9
CCMP US,CMC Materials LLC,80.0,7.4,-5.7,5.0,22.9897,20.0,1.21875,459.79,2000-04-04,12571T100,9.2,3180000.0,15.00 - 17.00,Priced Above Range,Semiconductors,Technology,Semiconductor Equipment,11.1143,6.019666666666667,180.3,109.2,3.8
2521572D US,Praecis Pharmaceuticals Inc,80.0,,,-43.5,39.9665,10.0,1.0,399.665,2000-04-26,739421402,,1280.0,10.00 - 12.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.0119532,6.019666666666667,180.3,109.2,3.8
TSYS US,TeleCommunication Systems Inc,79.9,-0.6,-0.4,1.0,12.3366,17.0,2.7681660370588235,209.72,2000-08-08,87929J103,-0.1,67640.0,15.00 - 17.00,Priced Within Range,Internet,Communications,Internet Telephony,0.116656,6.496774193548387,181.9,107.3,4.1
SRGAQ US,Surgalign Holdings Inc,79.8,-9.4,-66.6,-53.3,21.3122,14.0,0.0318877548,298.37,2000-08-10,86882C204,-7.9,482321.0,12.00 - 14.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,5.25207,6.496774193548387,181.9,107.3,4.1
CPKI US,California Pizza Kitchen Inc,79.5,,,-0.2,17.9974,15.0,2.333333333333333,269.96,2000-08-02,13054D109,,80937.0,13.00 - 15.00,Priced Within Range,Retail,"Consumer, Cyclical",Retail-Restaurants,0.329195,6.496774193548387,181.9,107.3,4.1
RGP US,Resources Connection Inc,78.0,-18.4,3.3,-24.0,20.63,12.0,2.7777776716666662,247.56,2000-12-15,76122Q105,0.6,31700000.0,12.00 - 14.00,Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Human Resources,95.8161,6.402258064516129,183.3,98.4,3.9
GNSC US,Genaissance Pharmaceuticals Inc,78.0,67.0,-102.1,-35.3,21.5822,13.0,1.8121301207692304,280.57,2000-08-02,36867W105,-0.4,,11.00 - 13.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,6.496774193548387,181.9,107.3,4.1
LMNX US,Luminex Corp,76.5,24.7,3.6,3.4,26.6761,17.0,2.0328719194117646,453.49,2000-03-30,5.50E+106,1.1,,17.00 - 19.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,,5.853548387096774,180.0,107.1,4.0
CTLM US,Centillium Communications Inc,76.0,-39.3,-44.9,-7.7,30.4691,19.0,1.0734072231578948,578.91,2000-05-24,152319109,-0.4,10800.0,18.00 - 20.00,Priced Within Range,Electronics,Industrial,Electronic Compo-Misc,0.0258848,6.268064516129033,180.7,110.7,4.0
1936438D US,PECO II Inc,75.0,1.3,-3.9,-6.4,19.8379,15.0,3.5555554706666666,297.57,2000-08-18,705221208,0.9,,14.00 - 16.00,Priced Within Range,Machinery-Constr&Mining,Industrial,Machinery-Electric Util,,6.496774193548387,181.9,107.3,4.1
DDDP US,3-Dimensional Pharmaceuticals Inc,75.0,-13.7,-121.7,-24.5,18.2373,15.0,1.8333333333333333,273.56,2000-08-04,88554W104,-0.4,,13.00 - 15.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,6.496774193548387,181.9,107.3,4.1
POZN US,POZEN Inc,75.0,,,,26.4284,15.0,0.1111111084666666,396.43,2000-10-11,73941U102,,,14.00 - 16.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,6.509354838709677,182.6,105.8,3.9
3695043Q US,NATCO Group Inc,75.0,,,7.6,0.0,10.0,0.9380000114,0.0,2000-01-28,63227W203,,,10.00 - 12.00,Priced Within Range,Oil&Gas Services,Energy,Oil Field Mach&Equip,,5.448387096774193,179.3,112.0,4.0
SGSF US,Signalsoft Corp,74.8,49.3,-142.5,-35.3,22.8208,17.0,1.6868511647058824,387.954,2000-08-03,82668M102,-0.8,,15.00 - 17.00,Priced Within Range,Software,Technology,Communications Software,,6.496774193548387,181.9,107.3,4.1
OTWO US,O2wireless Solutions Inc,73.2,-15.6,-23.8,-94.4,22.1763,12.0,0.954861085,266.12,2000-08-16,689803104,0.0809939,,12.00 - 14.00,Priced Within Range,Telecommunications,Communications,Telecom Services,,6.496774193548387,181.9,107.3,4.1
XXIA US,Ixia,71.5,-6.2,-6.9,-4.4,52.9123,13.0,4.437869732307693,687.86,2000-10-18,45071R109,1.0,,10.00 - 12.00,Priced Above Range,Electronics,Industrial,Electronic Measur Instr,,6.509354838709677,182.6,105.8,3.9
2987544Q US,eFunds Corp,71.5,,,7.0,46.25,13.0,0.0,601.25,2000-06-27,28224R101,,43.0,14.00 - 16.00,Priced Below Range,Software,Technology,Data Processing/Mgmt,9.04e-05,6.528333333333333,181.1,106.4,4.0
BHLB US,Berkshire Hills Bancorp Inc,71.0533,6.9,15.2,0.4,0.0,10.0,2.25,0.0,2000-06-28,84680107,2.9,41800000.0,,,Savings&Loans,Financial,S&L/Thrifts-Eastern US,90.0848,6.528333333333333,181.1,106.4,4.0
EXEE US,EXE Technologies Inc,70.72,-22.9,-32.3,-19.4,41.2275,8.0,0.1953125,329.82,2000-08-03,301504601,-0.9,,7.00 - 9.00,Priced Within Range,Software,Technology,Applications Software,,6.496774193548387,181.9,107.3,4.1
DVXE US,DevX Energy Inc,70.0,29.7,67.2,26.4,11.25,7.0,0.2551020384285714,78.75,2000-10-27,25189P203,2.7,,7.00 - 9.00,Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,,6.509354838709677,182.6,105.8,3.9
1702253D US,Towers Watson & Co,70.0,4.6,10.5,8.0,5.6,12.5,2.48,70.0,2000-10-11,891894107,8.2,1800.0,11.50 - 13.50,Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Consulting Services,0.00259202,6.509354838709677,182.6,105.8,3.9
UOPX US,University of Phoenix Online,70.0,61.7,20.8,35.6,0.0,14.0,1.9451531,0.0,2000-09-28,37604204,1.3,2100.0,14.00 - 16.00,Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Schools,0.0134065,6.517,182.3,106.8,3.9
IISX US,Integrated Information Systems Inc,69.0,,,-56.3,20.0515,15.0,2.638888804,300.772,2000-03-17,45817B301,,,12.00 - 14.00,Priced Above Range,Internet,Communications,E-Services/Consulting,,5.853548387096774,180.0,107.1,4.0
AGNT US,Argonaut Technologies Inc,69.0,,,-23.1,16.3954,15.0,3.75,245.93,2000-07-19,40175101,,,13.00 - 15.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,,6.5445161290322575,181.5,108.3,4.0
AMMD US,Astora Women's Health Holdings LLC,68.75,4.4,16.0,8.2,27.189,11.0,0.4648760449090909,299.079,2000-08-11,02744M108,1.5,10400.0,11.00 - 13.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,0.0134604,6.496774193548387,181.9,107.3,4.1
IMNY US,Revitas Inc,67.5,,,-26.6,30.7645,9.0,4.301697625555556,276.88,2000-07-13,44973Q103,,,9.00 - 11.00,Priced Within Range,Software,Technology,Enterprise Software/Serv,,6.5445161290322575,181.5,108.3,4.0
0820558D US,Talarian Corp,67.2,-6.2,-157.3,-30.0,18.8551,16.0,2.63671875,301.68,2000-07-21,874090103,-0.7,,12.00 - 14.00,Priced Above Range,Software,Technology,Enterprise Software/Serv,,6.5445161290322575,181.5,108.3,4.0
PRPO US,Precipio Inc,67.2,21.9,-23.1,-24.4,17.3,15.0,4.0,259.5,2000-07-18,74019L602,0.3,83611.0,12.00 - 14.00,Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,5.5581,6.5445161290322575,181.5,108.3,4.0
ISPH US,Inspire Pharmaceuticals Inc,66.0,,,-28.1,24.3141,12.0,2.083333333333333,291.77,2000-08-03,457733103,,,10.00 - 12.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,6.496774193548387,181.9,107.3,4.1
1008517Q US,Blaze Software Inc,64.0,100.9,-130.6,,21.3192,16.0,4.58984375,341.11,2000-03-23,09347T109,-0.6,,12.00 - 14.00,Priced Above Range,Internet,Communications,Internet Infrastr Sftwr,,5.853548387096774,180.0,107.1,4.0
XMP NM,Plus Therapeutics Inc,63.3735,18.5,-222.8,-144.0,0.0,15.0,2.444444529333333,0.0,,N.A.,,,12.00 - 15.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,,,,
NTUS US,Natus Medical Inc,63.25,13.8,2.7,2.2,14.8356,11.0,2.851239638181818,163.19,2001-07-20,639050103,1.9,6560000.0,10.00 - 12.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,18.9635,3.769032258064516,186.4,92.4,4.6
PDFS US,PDF Solutions Inc,62.1,8.2,2.2,1.3,22.2066,12.0,2.1875,266.48,2001-07-27,693282105,0.2,30600000.0,11.00 - 13.00,Priced Within Range,Software,Technology,Applications Software,78.153,3.769032258064516,186.4,92.4,4.6
ODSY US,Odyssey HealthCare Inc,62.1,,,10.2,13.6982,15.0,1.0,205.47,2001-10-31,67611V101,,,13.00 - 15.00,Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Nursing Homes,,2.485161290322581,187.4,82.7,5.3
BKMU US,Bank Mutual Corp,61.0,2.0,13.6,0.5,8.64178,10.0,0.125,86.42,2000-11-02,63750103,,,,,Savings&Loans,Financial,S&L/Thrifts-Central US,,6.514333333333334,183.1,107.6,3.9
DYAX US,Dyax Corp,60.0,51.5,-14.5,-10.5,18.0919,15.0,4.777777607999999,271.378,2000-08-15,2.67E+107,-0.0645657,,13.00 - 15.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,,6.496774193548387,181.9,107.3,4.1
370240Q US,Eprise Corp,60.0,,,-38.1,22.943,15.0,4.555555725333334,344.15,2000-03-24,294352109,,,8.00 - 10.00,Priced Above Range,Internet,Communications,E-Services/Consulting,,5.853548387096774,180.0,107.1,4.0
EXLT US,Exult Inc,60.0,,,-2.8,92.53,10.0,0.0,925.3,2000-06-02,302284104,,196.0,10.00 - 12.00,Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Human Resources,0.000177485,6.528333333333333,181.1,106.4,4.0
PXLW US,Pixelworks Inc,57.5,-27.6,-66.4,-35.8,35.5036,10.0,0.890625,355.04,2000-05-19,72581M305,-0.3,12700000.0,12.00 - 14.00,Priced Below Range,Semiconductors,Technology,Electronic Compo-Semicon,20.5144,6.268064516129033,180.7,110.7,4.0
PRSO US,Peraso Inc,57.5,5.9,-73.6,-119.7,29.6546,10.0,1.219999981,296.55,2001-06-28,71360T200,-1.5,637087.0,9.00 - 11.00,Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,13.1547,3.969666666666667,186.0,92.6,4.5
MIFI US,Novatel Wireless Inc,56.0,,,,37.5838,8.0,1.5625,300.67,2000-11-16,66987M604,,,10.00 - 12.00,Priced Below Range,Telecommunications,Communications,Wireless Equipment,,6.514333333333334,183.1,107.6,3.9
RNDC US,Raindance Communications Inc,56.0,,,3.3,61.6402,8.0,0.1953125,493.12,2000-07-25,75086X106,,,8.00 - 10.00,Priced Within Range,Telecommunications,Communications,Cellular Telecom,,6.5445161290322575,181.5,108.3,4.0
EXAS US,Exact Sciences Corp,56.0,10.3,-37.2,-16.6,18.6563,14.0,0.3826530660714285,261.19,2001-01-30,30063P105,1.1,197000000.0,14.00 - 16.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Kits,105.864,5.975806451612903,183.9,94.7,4.2
GNSL US,Genomic Solutions Inc,56.0,-11.7,-154.9,-53.1,22.7189,8.0,0.5859375,181.751,2000-05-05,37243R208,-0.5,,8.00 - 9.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,6.268064516129033,180.7,110.7,4.0
ZNGN US,Zengine Inc,55.77,113.8,-7.4,,16.473,13.0,0.6656804451538462,214.15,2000-09-21,98935C107,-0.0654927,,13.00 - 15.00,Priced Within Range,Internet,Communications,Internet Applic Sftwr,,6.517,182.3,106.8,3.9
ULCM US,Ulticom Inc,55.25,,,-5.1,36.977,13.0,4.14201178923077,480.7,2000-04-05,903844207,,,13.00 - 15.00,Priced Within Range,Software,Technology,Applications Software,,6.019666666666667,180.3,109.2,3.8
1530827D US,Tvia Inc,55.0,,,-38.0,21.1403,11.0,0.0,232.54,2000-08-09,87307P101,,,11.00 - 13.00,Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,,6.496774193548387,181.9,107.3,4.1
0778324D US,Esperion Therapeutics Inc/Old,54.0,,,,24.0249,9.0,3.3950617044444447,216.22,2000-08-10,29664R106,-4.7,2192.0,8.00 - 10.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,0.00643161,6.496774193548387,181.9,107.3,4.1
DGLHQ US,Digital Lighthouse Corp,54.0,61.4,-96.2,-80.4,18.1364,12.0,0.2604166666666667,217.64,2000-03-24,25386P105,-1.8,,10.00 - 12.00,Priced Within Range,Computers,Technology,Computer Services,,5.853548387096774,180.0,107.1,4.0
2245546Q US,Advanced Power Technology Inc,52.5,-4.2,-7.1,-6.0,7.85123,15.0,0.888888868,117.77,2000-08-08,7.61E+110,0.5,,13.00 - 15.00,Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,,6.496774193548387,181.9,107.3,4.1
SGMO US,Sangamo Therapeutics Inc,52.5,-67.2,-169.4,-73.3,22.3001,15.0,0.0277777771133333,334.5,2000-04-06,800677106,-0.3,65000000.0,15.00 - 17.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,28.9315,6.019666666666667,180.3,109.2,3.8
KRX LN,Keryx Biopharmaceuticals Inc,52.2556,,-269.5,-55.8,0.0,662.0,0.0086709689516616,0.0,,492515101,,,,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,,,,
LEXR US,Lexar Media Inc,52.0,,,-19.7,59.0318,8.0,0.0,472.25,2000-08-15,52886P104,,,10.00 - 12.00,Priced Below Range,Computers,Technology,Computers-Memory Devices,,6.496774193548387,181.9,107.3,4.1
1384851D US,OPNET Technologies Inc,52.0,,,8.4,17.3066,13.0,3.25443796,224.99,2000-08-02,683757108,,,12.00 - 14.00,Priced Within Range,Software,Technology,Computer Software,,6.496774193548387,181.9,107.3,4.1
HBIO US,Harvard Bioscience Inc,51.3796,-16.1,-13.1,-9.4,24.7824,8.0,3.90625,198.26,2000-12-07,416906105,0.0330746,39800000.0,9.00 - 10.00,Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,90.2039,6.402258064516129,183.3,98.4,3.9
MICU US,Vicuron Pharmaceuticals Inc,50.6,-12.8,-937.9,-30.4,22.0395,11.0,-0.9039256356363636,242.435,2000-08-03,926471103,-1.5,8.0,11.00 - 13.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,1.31e-05,6.496774193548387,181.9,107.3,4.1
OTIX US,OTIX Global Inc,50.4,-23.2,-41.0,-37.2,18.9146,14.0,3.635204042857143,264.8,2000-05-02,68906N200,0.3,,12.00 - 14.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,,6.268064516129033,180.7,110.7,4.0
CDWD US,Cloudward Inc,50.0,21.9,-4501.3,-1493.7,28.4007,10.0,0.0625,284.007,2000-08-01,18914T301,-1.0,,10.00 - 12.00,Priced Within Range,Internet,Communications,Web Hosting/Design,,6.496774193548387,181.9,107.3,4.1
DNCR US,Dynacare Inc,50.0,14.0,2.9,3.8,0.0,10.0,0.3125,0.0,2000-11-17,267920205,1.3,,,,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,,6.514333333333334,183.1,107.6,3.9
AFOP US,Alliance Fiber Optic Products Inc,49.5,-5.5,16.0,9.5,0.0,11.0,-0.7231404998181818,0.0,2000-11-21,18680306,0.8,,,,Telecommunications,Communications,Telecom Eq Fiber Optics,,6.514333333333334,183.1,107.6,3.9
SGEN US,Seagen Inc,49.0,24.6,-31.1,-20.6,29.1904,7.0,2.551020485714286,204.33,2001-03-06,81181C104,-2.4,42200000.0,8.00 - 10.00,Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,22.3467,5.310967741935484,184.7,91.5,4.3
1832555D US,Array BioPharma Inc,48.75,15.1,-84.7,-23.7,21.3674,7.5,2.222222137333333,160.26,2000-11-17,04269X105,-0.6,,9.00 - 11.00,Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,6.514333333333334,183.1,107.6,3.9
AGIXQ US,Atherogenics Inc,48.0,,,-82.7,22.8206,8.0,0.390625,182.56,2000-08-09,47439104,-0.9,5730.0,11.00 - 13.00,Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,0.0144995,6.496774193548387,181.9,107.3,4.1
BCONQ US,BP Fly Corp,48.0,-7.5,-2532.0,-148.7,38.566,6.0,1.99652783,231.4,2000-11-17,73677205,-0.8,,6.00 - 8.00,Priced Within Range,Machinery-Constr&Mining,Industrial,Machinery-Electric Util,,6.514333333333334,183.1,107.6,3.9
ORCH US,Orchid Cellmark Inc,48.0,7.8,-7.1,-12.6,33.9986,8.0,4.58984375,271.99,2000-05-05,68573C107,0.1,,8.00 - 9.00,Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,,6.268064516129033,180.7,110.7,4.0
SBYN US,Seebeyond Technology Corp,48.0,18.8,0.2,-5.2,67.3399,12.0,4.079861005,808.08,2000-04-28,815704101,0.0839398,9700.0,12.00 - 12.00,Priced Within Range,Internet,Communications,Internet Infrastr Sftwr,0.0114016,6.019666666666667,180.3,109.2,3.8
2894314Q US,Sirenza Microdevices Inc,48.0,,,3.1,25.6274,12.0,2.34375,307.53,2000-05-25,82966T106,,,12.00 - 14.00,Priced Within Range,Telecommunications,Communications,Telecommunication Equip,,6.268064516129033,180.7,110.7,4.0
IGOI US,iGO Inc,48.0,,1.7,-67.9,12.6926,12.0,0.6944444179166666,152.311,2000-06-30,449593300,-0.4,,9.00 - 11.00,Priced Above Range,Computers,Technology,Computers-Peripher Equip,,6.528333333333333,181.1,106.4,4.0
KERX US,Keryx Biopharmaceuticals Inc,46.0,,-269.5,-55.8,18.8233,10.0,0.0625,188.23,2000-07-28,492515101,-0.8,,10.00 - 12.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,6.5445161290322575,181.5,108.3,4.0
1861206D US,Logicvision Inc,45.765,,,-10.3,14.1027,9.0,0.753086408,126.92,2001-10-31,54140W305,,,9.00 - 11.00,Priced Within Range,Semiconductors,Technology,Semiconductor Equipment,,2.485161290322581,187.4,82.7,5.3
833554Q US,PartsBase Inc,45.5,,,-14.9,13.5875,13.0,-0.9615384615384616,176.637,2000-03-22,70214P109,,,11.00 - 13.00,Priced Within Range,Aerospace/Defense,Industrial,Aerospace/Defense-Equip,,5.853548387096774,180.0,107.1,4.0
VIRL US,Virage Logic LLC,45.0,,,-9.7,18.8376,12.0,0.3038194378333333,226.05,2000-08-01,92763R104,,,11.00 - 13.00,Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,,6.496774193548387,181.9,107.3,4.1
ISRG US,Intuitive Surgical Inc,45.0,17.2,27.8,13.5,37.4293,9.0,0.0385802454444444,336.86,2000-06-13,46120E602,6.8,327000000.0,9.00 - 10.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,91.1832,6.528333333333333,181.1,106.4,4.0
DNDNQ US,Dendreon Corp,45.0,-12.8,-104.6,-37.6,20.7562,10.0,-0.3125,207.56,2000-06-16,24823Q107,-1.4,,12.00 - 14.00,Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,6.528333333333333,181.1,106.4,4.0
2237931Q US,Medichem Life Sciences Inc,44.8,-4.2,-248.2,,25.4195,7.0,1.4030611855714288,177.94,2000-10-26,584662100,0.076467,,7.00 - 9.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,6.509354838709677,182.6,105.8,3.9
2960654Q US,LendingTree Inc/old,43.8,74.0,7.9,34.7,17.2152,12.0,4.166666666666667,206.58,2000-02-16,52602Q105,0.5,,10.00 - 12.00,Priced Within Range,Internet,Communications,Internet Financial Svcs,,5.7348275862068965,179.4,111.3,4.1
1948550D US,Rita Medical Systems Inc,43.2,,,-8.3,13.5389,12.0,1.6493055025,162.47,2000-07-27,7.68E+107,,,11.00 - 13.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",X-Ray Equipment,,6.5445161290322575,181.5,108.3,4.0
0355864Q US,AeroGen Inc,43.2,49.8,-161.2,-11.0,19.3767,12.0,0.0,232.52,2000-11-10,7779309,-3.0,,13.00 - 15.00,Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Drug Delivery Systems,,6.514333333333334,183.1,107.6,3.9
1088161D SW,Invenda Corp,42.883,,,-102.2,0.0,19.0,0.5540166152631579,0.0,,46122L109,,,,,Internet,Communications,E-Marketing/Info,,,,,
PLUM US,Plumtree Software Inc,42.5,17.7,-11.4,-5.0,29.236,8.5,0.0,248.51,2002-06-04,72940Q104,-0.0575236,,7.00 - 9.00,Priced Within Range,Internet,Communications,Internet Infrastr Sftwr,,1.7503333333333333,190.2,92.4,5.8
CATZ US,Computer Access Technology Corp,42.0,,,2.2,18.382,12.0,2.3871528308333336,220.58,2000-11-10,204853105,,,12.00 - 14.00,Priced Within Range,Telecommunications,Communications,Networking Products,,6.514333333333334,183.1,107.6,3.9
ESLRQ US,Evergreen Solar Inc,42.0,24.6,-137.3,-81.0,11.0577,14.0,2.551020485714286,154.81,2000-11-01,30033R306,-1.4,,13.00 - 15.00,Priced Within Range,Electrical Compo&Equip,Industrial,Power Conv/Supply Equip,,6.514333333333334,183.1,107.6,3.9
RIGL US,Rigel Pharmaceuticals Inc,40.25,53.3,9.7,12.4,37.8192,7.0,0.2232142857142857,264.734,2000-11-29,766559702,1.7,13000000.0,7.00 - 8.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,72.998,6.514333333333334,183.1,107.6,3.9
VVVVQ US,ViaSource Communications Inc,40.0,219.3,-39.2,-53.0,47.9906,8.0,0.0,383.92,2000-08-18,92553W107,-0.4,,8.00 - 10.00,Priced Within Range,Telecommunications,Communications,Telecom Services,,6.496774193548387,181.9,107.3,4.1
VLCT US,ValiCert Inc,40.0,-51.1,-185.7,-55.1,21.8507,10.0,1.875,218.51,2000-07-28,91915Q105,-0.7,,10.00 - 12.00,Priced Within Range,Software,Technology,Enterprise Software/Serv,,6.5445161290322575,181.5,108.3,4.0
CWLD US,Crossworlds Software Inc,40.0,168.4,-71.1,-20.4,24.9242,10.0,0.125,249.242,2000-06-01,22769P109,-1.2,,10.00 - 12.00,Priced Within Range,Internet,Communications,E-Commerce/Services,,6.528333333333333,181.1,106.4,4.0
MFLO US,Moldflow Corp,39.0,,,4.9,9.0815,13.0,1.33136089,118.06,2000-03-28,608507109,,,12.00 - 14.00,Priced Within Range,Software,Technology,Applications Software,,5.853548387096774,180.0,107.1,4.0
2230247Q US,Virage Inc,38.5,,,-60.5,21.8,11.0,4.855371995454545,239.8,2000-06-29,92763Q106,,,10.00 - 12.00,Priced Within Range,Software,Technology,Applications Software,,6.528333333333333,181.1,106.4,4.0
