Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Market Cap at Offer (M),Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Industry Sector,Industry Group,Industry Subgroup,Fed Rate,CPI,Consumer Confidence,Unemployment Rate,Trade Month,Trade Day,Trade Year,Underpriced?
82.7,32.6,2.9,105.8,73.0795,8.0,584.64,-508777.0,105.8,73.0795,,,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.16,-0.2693064490207349,72.9,7.9,12,13,2012,1
12.2,17.2,0.6,171.925,17.8802,10.0,178.8,1.4,171.925,17.8802,0.356508,57936.0,Financial,Banks,Commer Banks-Eastern US,0.1,-0.1070967056699219,71.5,9.1,6,30,2011,1
,,,410.1,0.0,15.0,0.0,,410.1,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.29,-0.2171552660151868,86.0,6.0,4,25,2003,1
,,5.3,59.8,9.03643,13.0,117.47,,59.8,9.03643,,,Communications,Internet,Internet Security,0.11,0.0707753368767078,67.4,9.9,11,20,2009,1
,,-70.7,53.3646,10.625,6.0,63.75,,53.3646,10.625,,,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,3.3,0.5117707267144339,89.1,4.9,8,18,2005,0
,28.2,0.9,28.7776,5.4497,34.0,185.29,2.7,28.7776,5.4497,0.174949,9553.0,Financial,Banks,Commer Banks-Southern US,0.37,0.3284366167281879,93.5,4.9,6,16,2016,1
22.4,-38.6,-23.2,60.375,36.0725,7.0,252.51,-0.2,60.375,36.0725,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.97,0.2101944298475958,95.5,5.3,1,21,2005,1
28.9,3.0,0.3,248.4,79.8298,27.0,2155.4,1.5,248.4,79.8298,,,Communications,Internet,Internet Incubators,0.1,-0.1070967056699219,71.5,9.1,6,29,2011,1
,,,176.0,0.0,20.0,0.0,,176.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,3.36,0.4627249357326559,96.5,5.0,7,26,2005,0
-125.4,,-49.8,259.264,17.6176,15.0,264.26,7.6,259.264,17.6176,,,Financial,Investment Companies,Investment Companies,5.29,0.535036755987662,91.3,4.5,2,22,2007,0
92.7,-3.2,-1.0,283.0,19.5039,20.0,390.08,2.0,283.0,19.5039,,,Energy,Pipelines,Pipelines,4.09,0.7621951219512159,91.2,4.7,1,31,2006,0
,,-35.2,72.0,26.6754,12.0,320.1,,72.0,26.6754,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.11,-0.1079913606911449,89.6,6.0,10,30,2003,0
18.7,5.7,5.8,554.2,143.02,17.0,2431.34,,554.2,143.02,,,"Consumer, Cyclical",Entertainment,Music,2.97,-0.1027749229187949,86.9,5.1,5,10,2005,0
10.8,15.1,25.8,778.126,196.034,20.0,3920.68,0.9,778.126,196.034,0.669169,1309190.0,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,0.13,0.0067047159295661,93.1,5.2,7,22,2015,1
24.7,9.3,8.8,460.0,38.3333,12.0,400.0,3.5,460.0,38.3333,52.3671,38868900.0,Communications,Internet,E-Commerce/Services,0.07,-0.2110680379081459,91.3,5.1,11,19,2015,1
7.1,6.3,3.5,126.0,58.8565,18.0,1059.42,1.0,126.0,58.8565,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,6.86,0.23201856148492,108.3,4.0,7,28,2000,1
4.1,-13.6,-3.0,18.747,125.026,9.0,1125.23,1.4,18.747,125.026,14.3566,98203600.0,"Consumer, Cyclical",Lodging,Casino Hotels,0.11,0.440297355127631,75.3,8.3,2,8,2012,1
8.0,24.3,3.0,199.675,168.355,12.25,2062.35,2.6,199.675,168.355,1.01302,954305.0,Financial,REITS,REITS-Warehouse/Industr,5.27,0.148883374689833,91.7,4.4,12,13,2006,1
13.1,-1035.1,-140.4,74.75,24.2279,13.0,314.96,-3.7,74.75,24.2279,,,"Consumer, Non-cyclical",Biotechnology,Agricultural Biotech,0.11,0.440297355127631,75.3,8.3,2,22,2012,1
,,-0.3,262.49,26.249,10.0,262.49,0.0707007,262.49,26.249,,,Financial,REITS,REITS-Mortgage,4.59,0.5939617873415811,76.1,4.7,11,8,2007,0
-2.8,7.1,3.0,215.626,45.007,12.0,540.08,1.5,215.626,45.007,0.0355024,14138.0,"Consumer, Cyclical",Leisure Time,Leisure&Rec/Games,0.07,0.3720247673236048,81.2,6.6,1,31,2014,0
15.1,-84.7,-23.7,48.75,21.3674,7.5,160.26,-0.6,48.75,21.3674,11.0815,24722300.0,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,6.61,0.0574712643678087,107.6,3.9,11,17,2000,1
-66.9,-204.4,-29.5,120.0,102.088,12.0,1225.06,-0.5,120.0,102.088,,,Communications,Telecommunications,Networking Products,5.57,0.39977155910909,90.6,4.2,2,16,2001,1
,,,110.0,0.0,20.0,0.0,,110.0,0.0,29.2825,1697890.0,Funds,Equity Fund,Unclassified,2.83,0.672529746508014,87.7,5.2,4,26,2005,0
28.1,-20.0,-21.1,55.953,23.2596,10.0,232.6,-0.6,55.953,23.2596,,,Technology,Software,Communications Software,0.08,-0.204242419052338,75.1,6.9,11,7,2013,0
135.3,-79.9,-40.2,208.0,20.8,10.0,208.0,-0.6,208.0,20.8,,,Basic Materials,Mining,Precious Metals,1.42,0.45346899748655,99.7,4.1,2,8,2018,0
24.1,-10.2,-6.8,189.75,52.9825,15.0,794.74,0.4,189.75,52.9825,,,Communications,Internet,E-Marketing/Info,0.09,0.4704187527233639,74.3,9.0,5,25,2011,1
,,30.0,379.5,42.5,22.0,935.0,1.1,379.5,42.5,0.013829,5940.0,Energy,Pipelines,Pipelines,5.05,0.295712173484489,84.7,4.7,7,14,2006,0
11.5,5.5,8.3,258.75,0.0,8.0,0.0,,258.75,0.0,,,"Consumer, Non-cyclical",Commercial Services,Consulting Services,5.29,0.535036755987662,91.3,4.5,2,1,2007,1
,,-0.3,632.5,63.25,10.0,632.5,-0.0672484,632.5,63.25,27.4359,17353200.0,Diversified,Holding Companies-Divers,Specified Purpose Acquis,1.7,0.1593875701543719,98.2,4.0,6,12,2018,1
,,,636.118,0.0,20.0,0.0,,636.118,0.0,1.9063,521704.0,Funds,Debt Fund,Unclassified,5.26,0.61107186747047,88.3,4.4,5,25,2007,0
40.7,-27.5,-1.6,1050.0,133.524,21.0,2804.0,3.0,1050.0,133.524,0.00178395,4068.0,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.07,0.3720247673236048,81.2,6.6,1,24,2014,1
17.9,8.3,6.4,173.7,34.2162,10.0,342.16,4.8,173.7,34.2162,0.0445381,36196.0,"Consumer, Non-cyclical",Pharmaceuticals,Veterinary Diagnostics,2.61,-0.1688238604389349,83.9,5.5,11,20,2001,0
,-50.5,1.6,50.0,25.1554,10.0,251.55,-0.5,50.0,25.1554,,,Technology,Software,Applications Software,1.02,0.3172924378635659,95.6,5.6,6,25,2004,1
8.8,40.6,2.2,422.625,34.5978,21.0,726.554,2.2,422.625,34.5978,106.057,134276000.0,Energy,Pipelines,Pipelines,0.09,-0.2512277812553889,86.9,5.7,10,15,2014,1
17.5,17.5,8.0,69.0,22.0546,20.0,441.09,2.8,69.0,22.0546,,,Communications,Internet,E-Commerce/Services,0.22,0.288876383417745,68.7,9.4,5,21,2009,1
,,-67.5,230.0,23.8,10.0,238.0,-0.7,230.0,23.8,26.4303,7833940.0,"Consumer, Cyclical",Auto Manufacturers,Auto-Med&Heavy Duty Trks,1.7,0.4158916925435,98.0,3.8,5,16,2018,0
11.9,0.5,-6.8,155.25,15.525,10.0,155.25,-0.4,155.25,15.525,,,"Consumer, Cyclical",Home Furnishings,Home Furnishings,0.13,0.0067047159295661,93.1,5.2,7,30,2015,1
37.3,-90.7,,70.0,17.0606,14.0,238.848,-15.8,70.0,17.0606,0.000582001,101.971,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,2.4,0.422705314009692,93.8,3.8,2,14,2019,0
-77.9,-1900.0,-48.5,21.6002,0.0,17.0,0.0,-0.2,21.6002,0.0,4.65521,854370.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,0.0941478467042596,80.7,6.7,12,23,2020,0
8.4,15.4,11.3,700.0,255.0,20.0,5100.0,7.3,700.0,255.0,0.683214,3014920.0,Basic Materials,Chemicals,Agricultural Chemicals,6.6,0.1727115716753108,105.8,3.9,10,18,2000,1
,,,151.95,0.0,15.0,0.0,,151.95,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.83,0.1111728738187739,88.1,5.8,7,24,2002,0
28.5,0.5,0.9,200.0,20.0,10.0,200.0,0.5,200.0,20.0,,,Communications,Internet,E-Marketing/Info,1.42,0.45346899748655,99.7,4.1,2,13,2018,0
38.8,-1.7,0.4,143.75,14.8,10.0,148.0,0.9,143.75,14.8,13.5652,1950000.0,"Consumer, Non-cyclical",Commercial Services,Rental Auto/Equipment,2.41,0.5295001612890738,97.2,3.7,4,9,2019,0
,-444661.0,-33.5,552.0,0.0,10.0,0.0,-1.0,552.0,0.0,0.140399,77500.0,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks,1.91,0.0555542328357295,96.2,3.8,8,10,2018,1
,,-10.3,45.765,14.1027,9.0,126.92,,45.765,14.1027,,,Technology,Semiconductors,Semiconductor Equipment,3.02,-0.3365114974761799,82.7,5.3,10,31,2001,1
,,-3.3,230.0,23.0,10.0,230.0,-0.3,230.0,23.0,0.521739,150000.0,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,0.05,0.5472046927775109,78.1,11.0,6,26,2020,1
-3.8,-37.5,-14.5,69.795,26.6577,9.0,239.92,-0.2,69.795,26.6577,,,Communications,Internet,Internet Connectiv Svcs,0.09,0.3021029504080339,76.4,8.2,4,25,2012,0
72.6,-24.7,-2.9,675.0,117.506,15.0,1762.59,-0.1,675.0,117.506,0.0814305,91284.0,Energy,Energy-Alternate Sources,Energy-Alternate Sources,0.13,0.0067047159295661,93.1,5.2,7,31,2015,0
,,,340.0,0.0,20.0,0.0,,340.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,3.36,0.4627249357326559,96.5,5.0,7,26,2005,0
,,,400.0,40.0,10.0,400.0,-0.0676374,400.0,40.0,0.00281564,3096.0,Diversified,Holding Companies-Divers,Specified Purpose Acquis,2.4,0.0199147181481603,98.2,3.6,6,7,2019,1
40.7,62.0,36.4,316.25,31.625,10.0,316.25,-1.3,316.25,31.625,12.0816,3820800.0,"Consumer, Cyclical",Entertainment,Internet Gambling,2.45,0.2128758589384109,100.0,3.6,5,7,2019,1
,-290.3,-26.5,220.521,22.0521,10.0,220.521,-0.7,220.521,22.0521,,,Energy,Energy-Alternate Sources,Energy-Alternate Sources,2.2,-0.3349348518100969,97.5,3.8,11,16,2018,0
-35.0,-342.7,-50.2,243.765,24.3765,10.0,243.765,,243.765,24.3765,0.528685,128875.0,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,2.18,0.1766763455725869,98.6,3.8,10,16,2018,0
,-15.4,-25.6,305.573,30.5573,10.0,305.573,-1.0,305.573,30.5573,0.328448,100365.0,"Consumer, Cyclical",Retail,Retail-Automobile,2.4,0.422705314009692,93.8,3.8,2,22,2019,0
2.6,-28.1,-19.8,325.0,32.5,10.0,325.0,-0.6,325.0,32.5,,,Energy,Oil&Gas Services,Oil-Field Services,0.66,0.0812797871947232,96.9,4.4,3,10,2017,1
,,0.1,130.0,13.0,10.0,130.0,-0.2,130.0,13.0,0.980169,115087.0,Diversified,Holding Companies-Divers,Specified Purpose Acquis,2.2,-0.319396281513109,98.3,3.9,12,11,2018,0
9.3,-6.5,-1.9,422.453,88.4678,15.5,1371.25,,422.453,88.4678,,,Technology,Software,Data Processing/Mgmt,0.18,0.2242850044810489,65.7,9.6,8,12,2009,1
35.7,6.5,3.0,66.0,20.2567,11.0,222.82,2.0,66.0,20.2567,,,Financial,Insurance,Multi-line Insurance,0.2,0.1718440789203088,74.5,9.3,12,17,2010,0
6.4,-502.8,-135.9,69.006,6.9006,10.0,69.006,,69.006,6.9006,,,Technology,Software,Enterprise Software/Serv,0.4,0.0918430107884497,89.8,4.9,8,19,2016,0
285.5,-15.5,-0.5,402.5,40.25,10.0,402.5,0.5,402.5,40.25,0.609906,306859.0,"Consumer, Non-cyclical",Commercial Services,Rental Auto/Equipment,1.16,0.299445229710857,96.8,4.4,8,16,2017,1
36.2,19.2,-14.2,51.451,10.0,6.0,60.0,2.1,51.451,10.0,,,Financial,Diversified Finan Serv,Finance-Commercial,3.36,0.4627249357326559,96.5,5.0,7,13,2005,0
,,-231.3,50.0,14.5462,10.0,145.46,-1.3,50.0,14.5462,,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.18,0.1380664278408069,68.9,9.5,8,6,2010,0
298.1,-74.3,-34.0,66.9133,27.997,5.0,139.99,-1.2,66.9133,27.997,,,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.2,0.0420646423819506,71.6,9.8,11,24,2010,1
,,-33.5,56.925,23.5558,9.0,212.002,,56.925,23.5558,,,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,1.04,0.644468313641263,95.8,5.8,3,17,2004,0
,,3.8,200.461,40.0694,18.0,721.25,,200.461,40.0694,,,"Consumer, Non-cyclical",Commercial Services,Rental Auto/Equipment,0.11,0.6439429535456989,69.8,9.1,4,14,2011,1
-6.0,-9.2,-3.2,177.1,65.0548,10.0,650.55,1.4,177.1,65.0548,0.612901,678724.0,Technology,Computers,Computers-Integrated Sys,2.83,0.672529746508014,87.7,5.2,4,29,2005,1
12.6,4.3,8.7,130.137,31.6004,18.0,568.81,6.0,130.137,31.6004,3.08518,1270420.0,Technology,Software,Medical Information Sys,4.96,0.2755907405358929,83.4,4.7,9,20,2007,1
,,1.0,56.0,20.4911,14.0,286.875,,56.0,20.4911,,,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,6.17,0.058411214953279,109.2,3.8,4,4,2000,1
4.5,11.3,3.5,109.25,12.2439,19.0,232.63,2.7,109.25,12.2439,0.069886,28484.8,"Consumer, Non-cyclical",Commercial Services,Consulting Services,2.61,-0.1688238604389349,83.9,5.5,11,13,2001,1
,,-49.8,48.1275,16.1404,9.0,145.26,,48.1275,16.1404,,,Communications,Internet,E-Commerce/Services,1.86,0.5265929436545569,91.7,5.5,10,14,2004,1
-9.2,9.4,0.3,17.25,0.0,10.0,0.0,5.4,17.25,0.0,,,Financial,Savings&Loans,S&L/Thrifts-Central US,0.2,0.0420646423819506,71.6,9.8,11,1,2010,0
,,,1013.75,0.0,25.0,0.0,,1013.75,0.0,,,Financial,Closed-end Funds,Closed-end Funds,1.33,0.600764609502999,77.6,5.9,3,26,2003,0
,,3.8,345.0,30.625,20.0,612.5,,345.0,30.625,,,Financial,Insurance,Property/Casualty Ins,1.03,0.539956803455712,94.4,5.6,2,11,2004,1
,,-28.3,59.5125,15.5236,11.5,178.52,-0.4,59.5125,15.5236,49.1272,68801000.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,5.34,-0.542138984721521,93.6,4.4,10,26,2006,1
-8.8,-14.9,-68.1,74.75,16.1557,13.0,210.02,-8.3,74.75,16.1557,0.352807,5850.0,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe,0.2,0.1245198888476958,67.7,9.4,10,15,2010,0
-21.6,-4.2,-0.0756053,69.0072,24.5025,8.0,196.02,6.6,69.0072,24.5025,,,Financial,REITS,REITS-Mortgage,1.03,0.5851063829787189,90.2,5.6,5,6,2004,0
26.5,-44.5,-10.8,228.2,16.766,14.0,234.72,0.0194589,228.2,16.766,,,Industrial,Transportation,Transport-Marine,0.14,0.4106283536571079,73.6,9.9,3,10,2010,0
23.3,-31.2,-25.2,80.96,27.1956,16.0,435.13,0.5,80.96,27.1956,24.669,9439140.0,Technology,Software,Educational Software,0.07,-0.2110680379081459,91.3,5.1,11,13,2015,1
0.6,8.9,1.8,690.0,24.0,25.0,600.0,0.5,690.0,24.0,0.0360645,8290.0,Financial,Insurance,Property/Casualty Ins,5.23,-0.1486620416253789,92.1,4.5,11,9,2006,1
,,-59.8,146.625,20.5183,17.0,348.81,,146.625,20.5183,,,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,4.52,0.55359838953198,88.9,4.7,3,23,2006,1
14.1,1.5,1.2,450.0,45.0,10.0,450.0,0.4,450.0,45.0,19.4264,10927300.0,Communications,Advertising,Advertising Services,2.39,0.1670941622453379,98.4,3.7,7,18,2019,1
,,-4.5,82.5,26.0001,11.0,286.0,,82.5,26.0001,,,Technology,Semiconductors,Electronic Compo-Semicon,5.23,0.1937975176605649,85.3,4.6,6,26,2007,0
,,23.9,470.0,158.928,20.0,3178.56,,470.0,158.928,0.00510317,10700.0,Communications,Telecommunications,Cellular Telecom,5.79,0.592417061611377,111.3,4.1,2,23,2000,1
-1.0,3.5,4.0,393.3,130.782,19.0,2484.86,2.6,393.3,130.782,1.15411,1538520.0,"Consumer, Cyclical",Entertainment,Theaters,1.88,0.0,96.9,5.8,5,9,2002,1
6.5,16.9,0.6,39.1,0.0,10.0,0.0,1.7,39.1,0.0,0.50875,61224.0,Financial,Savings&Loans,S&L/Thrifts-Eastern US,1.86,0.5265929436545569,91.7,5.5,10,1,2004,1
5.9,3.5,11.7,333.329,49.9673,22.0,1099.28,3.0,333.329,49.9673,,,"Consumer, Non-cyclical",Food,Food-Retail,0.2,0.0420646423819506,71.6,9.8,11,5,2010,1
38.3,20.2,18.0,310.0,31.0,10.0,310.0,0.4,310.0,31.0,10.7874,3971120.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.29,0.1246748513014319,87.2,4.9,10,11,2016,0
12.4,1.3,-1.8,100.855,31.3957,10.0,313.96,0.5,100.855,31.3957,,,Technology,Software,Applications Software,0.08,0.0886045666793554,63.7,9.0,7,27,2011,1
,,7.1,533.6,236.4,14.5,3427.8,,533.6,236.4,0.00292333,9958.0,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,4.61,0.4522328999434578,92.0,4.3,5,18,2001,1
54.3,1268.4,73.2,138.0,0.0,10.0,0.0,-0.2,138.0,0.0,3.32964,1305870.0,"Consumer, Cyclical",Entertainment,Resorts/Theme Parks,1.06,-0.0632042103727645,100.7,4.2,10,5,2017,1
15.2,13.9,9.0,695.75,56.1628,22.0,1235.58,6.1,695.75,56.1628,0.0388847,21762.0,Technology,Computers,Computer Services,3.02,0.0514403292181003,96.0,5.0,6,29,2005,1
,,-9.4,42.931,0.0,10.0,0.0,-0.1,42.931,0.0,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.06,0.4343044923772059,95.4,5.5,2,6,2015,0
9.9,6.8,2.5,82.764,23.0439,18.0,414.79,1.9,82.764,23.0439,27.8203,9545380.0,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,3.01,0.866821293098967,69.5,5.1,3,19,2008,0
-14.8,3.4,1.8,63.8,16.9657,11.0,186.62,0.6,63.8,16.9657,12.8835,2193990.0,"Consumer, Cyclical",Retail,Retail-Restaurants,0.09,0.3492609840048699,81.9,6.3,5,2,2014,1
0.8,-11.8,-16.6,86.25,44.7316,10.0,447.32,0.2,86.25,44.7316,10.2729,5899170.0,Communications,Telecommunications,Telecommunication Equip,0.06,0.6440044126228239,80.0,6.7,3,28,2014,0
5.0,11.0,3.9,267.076,43.3193,16.0,693.11,8.9,267.076,43.3193,0.174296,117567.0,Technology,Computers,Computer Services,3.99,-0.8032128514056259,81.6,5.0,11,11,2005,1
,,-2.5,75.0,10.0688,10.0,100.688,-0.1,75.0,10.0688,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.14,0.5565158181437089,74.3,8.1,8,2,2012,1
30.4,19.4,2.1,303.6,49.2097,20.0,984.19,2.3,303.6,49.2097,,,Financial,REITS,REITS-Health Care,0.14,0.2614508584374949,78.6,7.5,3,21,2013,1
,,-1.0,273.7,28.171,17.0,478.91,,273.7,28.171,,,"Consumer, Cyclical",Entertainment,Resorts/Theme Parks,2.04,-0.3664921465968529,97.1,5.4,12,15,2004,1
8.6,0.9,1.3,198.9,36.95,17.0,628.15,2.9,198.9,36.95,0.293841,106685.0,"Consumer, Non-cyclical",Healthcare-Services,Medical-Outptnt/Home Med,0.07,0.0752568824311014,84.6,5.9,9,17,2014,0
832.3,-523.2,-50.1,125.0,19.3224,16.0,309.659,-5.0,125.0,19.3224,21.3459,11675200.0,"Consumer, Non-cyclical",Pharmaceuticals,Wound/Burn & Skin Care,0.09,-0.2512277812553889,86.9,5.7,10,3,2014,0
,5.1,6.1,155.25,15.525,10.0,155.25,0.7,155.25,15.525,,,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,1.7,0.1593875701543719,98.2,4.0,6,20,2018,0
1.3,-3.9,-6.4,75.0,19.8379,15.0,297.57,0.9,75.0,19.8379,,,Industrial,Machinery-Constr&Mining,Machinery-Electric Util,6.51,0.0,107.3,4.1,8,18,2000,1
,,-13.6,57.5,37.464,10.0,374.64,-0.2,57.5,37.464,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,5.05,0.295712173484489,84.7,4.7,7,28,2006,1
4.0,120.4,12.1,469.388,73.7789,20.0,1475.58,4.7,469.388,73.7789,,,Basic Materials,Chemicals,Chemicals-Diversified,3.3,0.5117707267144339,89.1,4.9,8,17,2005,0
,,3.3,167.418,21.3282,21.0,447.89,,167.418,21.3282,,,Financial,Insurance,Multi-line Insurance,1.0,0.380641653072316,89.3,6.1,8,12,2003,1
9.0,9.1,5.4,101.472,27.9148,20.0,558.296,1.9,101.472,27.9148,1.30596,368996.0,"Consumer, Cyclical",Retail,Retail-Restaurants,0.12,0.3502869998528119,96.1,5.3,6,19,2015,1
1.3,2.1,9.0,88.1705,17.3412,20.5,355.49,0.6,88.1705,17.3412,,,Communications,Internet,E-Commerce/Products,1.03,0.5851063829787189,90.2,5.6,5,20,2004,1
,,-1.3,120.0,45.6021,12.0,547.23,,120.0,45.6021,0.254871,220678.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.77,0.395256916996071,90.7,5.7,2,1,2002,1
,,-8.3,43.2,13.5389,12.0,162.47,,43.2,13.5389,,,"Consumer, Non-cyclical",Healthcare-Products,X-Ray Equipment,6.86,0.23201856148492,108.3,4.0,7,27,2000,1
31.9,-10.0,-7.5,135.24,39.5072,21.0,829.651,0.6,135.24,39.5072,,,Technology,Software,Applications Software,0.08,0.12029315570472,82.1,7.2,8,9,2013,1
40.7,2.5,-4.0,121.39,33.8169,19.0,642.52,5.5,121.39,33.8169,,,"Consumer, Cyclical",Retail,Retail-Bedding,0.08,-0.0843561330442059,63.7,8.6,11,18,2011,1
,,-52.6,19.6075,3.575,11.0,39.33,,19.6075,3.575,,,Industrial,Building Materials,Bldg Prod-Cement/Aggreg,3.3,0.5117707267144339,89.1,4.9,8,24,2005,1
-13.1,19.0,2.8,100.001,12.7668,15.0,191.5,5.7,100.001,12.7668,20.923,2693960.0,Financial,Investment Companies,Investment Companies,0.09,0.3492609840048699,81.9,6.3,5,9,2014,1
,,,13.0,0.0,10.0,0.0,,13.0,0.0,,,Financial,Banks,Commer Banks-Eastern US,1.0,0.380641653072316,89.3,6.1,8,5,2003,1
,,,95.0,0.0,20.0,0.0,,95.0,0.0,,,Financial,Closed-end Funds,Closed-end Funds,5.26,0.61107186747047,88.3,4.4,5,25,2007,1
5.8,28.7,3.3,465.75,27.3333,15.0,410.0,1.5,465.75,27.3333,0.258147,525400.0,Financial,REITS,REITS-Office Property,1.29,0.0527983104540587,95.9,5.4,8,6,2004,1
26.1,2.2,4.3,552.0,39.4286,14.0,552.0,5.7,552.0,39.4286,0.598184,232621.0,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,1.88,0.2286190552229999,95.5,3.6,10,17,2019,1
,,,605.0,0.0,20.0,0.0,,605.0,0.0,1.64406,82104.0,Financial,Closed-end Funds,Closed-end Funds,0.94,0.4883342376559899,103.8,5.7,1,28,2004,0
-7.4,-17.5,-21.9,107.64,24.6403,13.0,320.324,1.8,107.64,24.6403,,,Technology,Semiconductors,Electronic Compo-Semicon,0.09,0.3492609840048699,81.9,6.3,5,22,2014,1
0.8,7.0,5.6,55.665,23.2578,10.0,232.58,3.8,55.665,23.2578,,,Industrial,Electronics,Circuit Boards,1.02,0.3172924378635659,95.6,5.6,6,25,2004,1
,,-16.9,115.936,29.8096,16.0,476.95,,115.936,29.8096,0.0050196,1200.0,"Consumer, Non-cyclical",Healthcare-Services,MRI/Medical Diag Imaging,4.47,0.2017145738779499,86.7,4.8,2,9,2006,1
66.9,-31.5,-11.5,57.498,6.0713,10.0,60.713,-0.9,57.498,6.0713,8.75021,659984.0,"Consumer, Cyclical",Apparel,Apparel Manufacturers,0.05,0.5472046927775109,78.1,11.0,6,5,2020,1
-4.1,8.1,8.5,729.435,89.3575,18.5,1653.11,1.1,729.435,89.3575,0.0138557,30400.0,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,5.29,0.535036755987662,91.3,4.5,2,9,2007,1
428.9,-53.7,-33.3,48.0,17.7526,12.0,213.031,-0.5,48.0,17.7526,,,Communications,Internet,E-Services/Consulting,6.86,0.23201856148492,108.3,4.0,7,26,2000,0
23.6,-0.9,-0.3,78.75,4.5261,21.0,95.05,0.1,78.75,4.5261,0.572225,311584.0,Utilities,Gas,Gas-Transportation,0.08,0.0886045666793554,63.7,9.0,7,27,2011,0
,,9.8,446.481,50.6631,19.0,962.6,,446.481,50.6631,0.00491659,2500.0,Industrial,Aerospace/Defense,Aerospace/Defense-Equip,2.06,-0.3945885005637069,88.8,5.7,12,14,2001,1
,3.7,3.8,215.25,21.525,10.0,200.0,0.3,215.25,21.525,2.54355,547500.0,Technology,Software,Entertainment Software,0.09,0.0414937759336148,81.8,6.9,10,23,2020,0
16.4,-18.2,-9.2,93.84,27.7875,17.0,472.39,-1.1,93.84,27.7875,0.0667742,25835.0,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.1,0.039399753323301,85.1,7.3,7,18,2013,1
7.2,2.6,1.9,127.06,16.0202,18.0,288.36,,127.06,16.0202,,,Communications,Telecommunications,Telecommunication Equip,5.0,0.8508508508508341,87.4,4.7,4,28,2006,0
,,-8.2,81.0,34.8183,18.0,626.729,,81.0,34.8183,0.00592823,1800.0,Technology,Software,Computer Software,5.79,0.592417061611377,111.3,4.1,2,14,2000,1
,,2.2,364.212,28.5924,12.0,343.11,,364.212,28.5924,,,Financial,REITS,REITS-Apartments,1.86,0.5265929436545569,91.7,5.5,10,28,2004,0
1.2,49.8,2.0,201.552,15.6576,19.0,297.494,2.5,201.552,15.6576,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,0.08,-0.0843561330442059,63.7,8.6,11,11,2011,1
,-15.9,-10.3,201.25,21.275,10.0,212.75,0.3,201.25,21.275,,,"Consumer, Cyclical",Entertainment,Lottery Services,1.7,0.4158916925435,98.0,3.8,5,30,2018,1
-12.9,57.8,18.8,180.262,30.0087,19.0,570.17,2.7,180.262,30.0087,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,2.16,0.842088603175631,59.8,5.4,5,1,2008,1
11.2,-25.1,-14.2,109.71,13.2816,18.0,239.07,-0.7,109.71,13.2816,11.5305,2582980.0,Technology,Computers,Computers-Other,0.14,0.8190029529268759,77.6,7.7,2,7,2013,1
